imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0056056,Hands of a Stranger,movie,1962,22-Apr-62,85,"Horror, Thriller",Newt Arnold,"Newt Arnold, Maurice Renard","Paul Lukather, Joan Harvey, James Noah","A concert pianist loses his hands in a car crash, but a surgeon gives him new ones. The experimental medical procedure goes awry when the new hands drive the pianist mad.",English,United States,"1,019",5.2
tt0056244,Mój stary,movie,1962,05-Sep-62,71,Drama,Janusz Nasfeter,"Janusz Nasfeter, Teresa Nasfeter","Adolf Dymsza, Krystyna Lubienska, Tadeusz Wisniewski",A boy awaits the return of his long-absent emigre father but is disappointed when they finally meet.,Polish,Poland,32,6.9
tt0056562,A Flame at the Pier,movie,1962,30-Sep-62,92,"Action, Crime, Drama",Masahiro Shinoda,"Ichirô Mizunuma, Masahiro Shinoda, Shûji Terayama","Takashi Fujiki, Kôji Nanbara, Kyôko Kishida","A union-busting Yokohama dockworker learns that the loyalties that rule his life are based on shaky foundations. Believing that his manager was responsible for saving his life as a baby, he falls victim to a manipulative cycle of ...",Japanese,Japan,162,6.8
tt0057207,Judex,movie,1963,04-Dec-63,98,"Crime, Drama, Thriller",Georges Franju,"Arthur Bernède, Louis Feuillade, Jacques Champreux","Channing Pollock, Francine Bergé, Edith Scob","After abducting a corrupt banker to make him pay back the people he swindled, a conjuring vigilante must rescue the man's daughter when she is kidnapped by the scheming family governess.",French,"France, Italy","2,951",7.1
tt0057408,Peters landlov,movie,1963,28-Jun-63,74,"Comedy, Family, Romance",Ebbe Langberg,Tørk Haxthausen,"Ebbe Langberg, Christoffer Bro, Jimmie Moore",Harsh times for a ship company and it's workers. Someone must take untraditional methods in use. Others can't let destiny drew apart.,Danish,Denmark,106,5.9
tt0057604,Implacable Three,movie,1963,16-May-63,86,"Mystery, Western",Joaquín Luis Romero Marchent,"José Mallorquí, Joaquín Luis Romero Marchent","Geoffrey Horne, Paul Piaget, Fernando Sancho","Cèsar Guzman lives on a ranch with his pregnant wife Analupe. One night, when she is alone, 7 men try to rob the ranch. She recognizes the chief and he strangles her. When Cèsar gets back home, with the help of Silveira and Abrile...","Italian, Spanish","Spain, Italy",75,5.3
tt0057654,Barren Lives,movie,1963,11-Dec-67,103,Drama,Nelson Pereira dos Santos,"Nelson Pereira dos Santos, Graciliano Ramos","Átila Iório, Maria Ribeiro, Orlando Macedo","A poor family in the Northeast of Brazil (Fabiano, the father; Sinhá Vitória, the mother; their 2 children and a dog called Baleia) wander about the barren land searching for a better place to live, with food and work. But the dro...",Portuguese,Brazil,"3,028",7.5
tt0059172,Left-Handed Fate,movie,1966,10-May-66,84,"Drama, Fantasy",Vicente Aranda,"Vicente Aranda, Gonzalo Suárez","Teresa Gimpera, Marianne Benet, Marcos Martí","The inhabitants of a strange desert Barcelona are gradually leaving the city in a panic group. The victims of a serial killers seem to feel strangely attracted by their executioners. Only Gim, an attractive blonde advertising mode...",Spanish,Spain,243,5.6
tt0059244,The Great Sioux Massacre,movie,1965,01-Sep-65,91,"Action, Biography, Drama",Sidney Salkow,"Marvin A. Gluck, Sidney Salkow","Joseph Cotten, Darren McGavin, Philip Carey","A somewhat different take on Custer's motivation that changed him from a defender of Native-American rights into a politically-driven, headline-seeker chastiser of the Sioux during the 1870s.",English,United States,720,5.1
tt0059321,Iszony,movie,1965,18-Nov-65,102,Drama,György Hintsch,"György Hintsch, László Németh","Andrea Drahota, Ferenc Kállai, Antal Páger","This adaptation of the 1947 novel by Laszlo Nemeth follows the story of a lonely woman who is not interested in men but is forced into a marriage, which turns out badly, against her will.",Hungarian,Hungary,114,7.7
tt0059503,Not Reconciled,movie,1965,20-Apr-66,55,"Drama, History",Jean-Marie Straub,"Heinrich Böll, Danièle Huillet, Jean-Marie Straub","Heinrich Hargesheimer, Carlheinz Hargesheimer, Martha Staendner",An entangled story which details the lives of a German family throughout their various generations.,German,West Germany,798,6.3
tt0059670,Salto,movie,1965,11-Jun-65,104,Drama,Tadeusz Konwicki,Tadeusz Konwicki,"Zbigniew Cybulski, Jerzy Block, Marta Lipinska","A man hops off a train by the small town where he claims he was before. His presence allows to bring out the inner feelings and beliefs of the inhabitants. A man who has hidden through all of the war because he looked Jewish, even...",Polish,Poland,892,7.2
tt0059741,Location Hunting in Palestine,movie,1965,28-Sep-13,54,Documentary,Pier Paolo Pasolini,Pier Paolo Pasolini,"don Andrea Carraro, Pier Paolo Pasolini","While scouting locations for his classic ""The Gospel According to St. Matthew"", director Pier Paolo Pasolini noticed that filming in the actual site of the story, in Palestine, wouldn't be much of a great choice due to the modern ...",Italian,Italy,313,7.1
tt0060597,Carriage to Vienna,movie,1966,11-Nov-66,78,"Drama, War",Karel Kachyna,"Karel Kachyna, Jan Procházka","Iva Janzurová, Jaromír Hanzlík, Ludek Munzar",A WW2 story of a young Austrian soldier running from the Russian army and a woman whom he forces to come along in order to save his wounded mate.,"Czech, German, Russian",Czechoslovakia,"1,178",7.7
tt0060691,Mexican Mousepiece,movie,1966,26-Feb-66,6,"Family, Animation, Short",Robert McKimson,David Detiege,"Mel Blanc, Ralph Jones","Daffy Duck, who has mice living in his house, decides on a way to dispose of them; to send them across the seas for starving cats over there to feast on. He pretends to be helpful to the mice, however, the mice are on to him and e...",English,United States,149,5.8
tt0061592,Doomsday Machine,movie,1976,08-Jul-76,83,Sci-Fi,"Harry Hope, Lee Sholem, Herbert J. Leder",Stuart J. Byrne,"Bobby Van, Ruta Lee, Mala Powers","Spies discover that the Red Chinese have built a ""doomsday machine"" capable of destroying the surface of the Earth, and that they plan to use it within a matter of days.",English,United States,"1,390",2.6
tt0061641,Falak,movie,1968,15-Feb-68,95,Drama,András Kovács,András Kovács,"Miklós Gábor, Zoltán Latinovits, Philippe March",An engineer gets all the blame for reporting a mistake because his bosses are worried about the possible consequences.,"Hungarian, French, English",Hungary,74,7.1
tt0061675,Flame and Women,movie,1967,01-Dec-67,101,Drama,Yoshishige Yoshida,"Tsutomu Tamura, Masahiro Yamada, Yoshishige Yoshida","Mariko Okada, Isao Kimura, Mayumi Ogawa","A sterile man arranges for his disapproving wife to receive artificial insemination, after which she starts nourishing a strong desire for the child's biological father.",Japanese,Japan,237,6.9
tt0061706,Il giardino delle delizie,movie,1967,29-Nov-67,95,Drama,Silvano Agosti,Silvano Agosti,"Maurice Ronet, Ida Galli, Lea Massari","The problems, difficulties and thoughts put on by a man during an unusual marital night are compared to the errors of moralistic education and frustrations of childhood. In the morning, he escapes to another woman.",Italian,Italy,213,6.9
tt0062045,La niña del patio,movie,1967,08-Sep-67,86,Comedy,Amando de Ossorio,"Alejandro Cintas, Eloy Herrera","Estrellita Castro, Pepe Blanco, Roberto Font",An orphan child arrives at a house courtyard where the neighbours must organise a flamenco show to avoid the house from being sold by its owner...,English,Spain,24,4.5
tt0062142,Pop' game,movie,1967,01-May-67,90,Drama,Francis Leroi,Francis Leroi,"Gaëtane Lorre, Daniel Bellus, Bernard Léonard","Poupée and her (so-called) brother Paulo share an apartment in Paris. They dream of becoming actors. In the meantime, life goes on, nothing happens, until Poupée meets François.",French,France,12,6.3
tt0063131,Inadmissible Evidence,movie,1968,22-May-69,94,Drama,Anthony Page,John Osborne,"Nicol Williamson, Eleanor Fazan, Jill Bennett",A lawyer's agonizing journey to the breaking point of his private and professional lives as he becomes more and more alienated from everyone connected with him.,English,United Kingdom,125,6.6
tt0063592,Shalako,movie,1968,13-Dec-68,113,"Drama, Western",Edward Dmytryk,"Louis L'Amour, James Griffith, Hal Hopper","Sean Connery, Brigitte Bardot, Stephen Boyd","In 1880 New Mexico, a group of European hunters runs afoul of the Apache but is aided by an ex-cavalryman turned guide.","English, Spanish, German","United Kingdom, West Germany, United States","3,565",5.6
tt0064426,Red Peony Gambler 3: The Flower Cards Game,movie,1969,01-Feb-69,98,Action,Tai Katô,"Hisakichi Ishimoto, Norifumi Suzuki, Motohiro Torii","Sumiko Fuji, Ken Takakura, Kanjûrô Arashi",After saving a blind child from being hit by an oncoming train the gambler known as Oryu-The Red Peony is accepted as a guest by a Yakuza boss only to become involved in a romantic dispute between two members of rival clans.,Japanese,Japan,251,7
tt0064893,Ring of Bright Water,movie,1969,14-May-70,107,"Comedy, Drama",Jack Couffer,"Jack Couffer, Bill Travers, Gavin Maxwell","Bill Travers, Virginia McKenna, Peter Jeffrey","Stuck in a dead-end job Graham Merrill adopts an otter, Mij, as a pet and then moves to an isolated village in western Scotland. Adventures ensue.","English, Gaelic","United Kingdom, United States","1,682",7.1
tt0064904,Hatchet for the Honeymoon,movie,1970,09-Feb-74,88,"Horror, Mystery, Thriller",Mario Bava,"Santiago Moncada, Mario Bava, Laura Betti","Stephen Forsyth, Dagmar Lassander, Laura Betti",A cleaver-wielding bridal designer murders various young brides-to-be in an attempt to unlock a repressed childhood trauma.,"Italian, English","Italy, Spain, France","4,531",6.3
tt0066269,Quarantined,movie,1970,24-Feb-70,74,Drama,Leo Penn,Norman Katkov,"Gary Collins, John Dehner, Susan Howard",A family of doctors that runs a medical clinic finds itself up against a sudden cholera epidemic and a movie star who refuses to accept treatment for the disease.,English,United States,49,6.7
tt0066807,Our Home Is Our Castle,movie,1971,08-Mar-71,100,"Comedy, Family",Erik Balling,"Henning Bahs, Erik Balling, Leif Panduro","Poul Reichhardt, Helle Virkner, Ove Sprogøe",There is rebellion in Amagergade in Christianshavn. There are rumors that the street must be demolished to make room for a large harbor center.,Danish,Denmark,467,6.5
tt0067399,Marriage: Year One,movie,1971,15-Oct-71,100,"Comedy, Drama",William A. Graham,"Elinor Karpf, Stephen Karpf","Sally Field, Robert Pratt, William Windom, Agnes Moorehead","A fourth-year medical student marries a millionaire's daughter, but he insists that they live on the little money that he earns.",English,USA,17,6.8
tt0067676,Brother Outlaw,movie,1971,19-Feb-71,84,"Drama, Western",Edoardo Mulargia,"Alessandro Schirò, Edoardo Mulargia, Ralph Zucker","Tony Kendall, James Rogers, Sophia Kammara","A man is falsely charged with bank robbery, prompting his brother to break him out of prison. Together the pair set out to find the real culprits, and their search leads them to a gang of outlaws headed by a notorious gunfighter.",Italian,Italy,165,4
tt0067749,Shinbone Alley,movie,1970,07-Apr-71,85,"Animation, Comedy, Fantasy","John Wilson, David Detiege","Joe Darion, Mel Brooks, Don Marquis","Carol Channing, Eddie Bracken, Alan Reed",A newspaper man is reincarnated as a cockroach and makes friends with a free-spirited female alley cat.,English,United States,270,5.5
tt0067816,A sípoló macskakö,movie,1972,10-Feb-72,96,"Comedy, Drama",Gyula Gazdag,"Gyula Gazdag, Miklós Györffy","Zoltán Paulinyi, János Atkári, Lajos Kellery","A high school summer camp doesn't go as expected: there's no work for the kids and they, out of boredom, sneak out to find some themselves.",Hungarian,Hungary,100,7.2
tt0067889,Twarz aniola,movie,1971,20-Jan-71,91,"Drama, War",Zbigniew Chmielewski,"Zbigniew Chmielewski, Stanislaw Loth, Stanislaw Grochowiak","Jirí Vrstála, Marek Dudek, Zygmunt Malawski",The story of Jewish boy Tadek Raniecki who befriends a German guard in a Nazi concentration camp. The guard wants to adopt the boy provided that he forgets his parents and Jewish culture.,"Polish, German",Poland,21,7
